"recording_givid";"survery";"classif";"classif_type";"classif_key";"classif_description";"cover"
"IV2019022012091414";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"49"
"IV2019022012591316";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019012513495405";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"84"
"IV2019012514311759";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019020810390261";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"84"
"IV2019010209232641";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019010209450232";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019010307000537";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"86"
"IV2019010307573190";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018121813400651";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018121814202946";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018122009151922";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018122009392308";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018030513285216";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018030513530737";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018121811574327";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"53"
"IV2018121812191520";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017120111560343";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"79"
"IV2017120112090282";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018030417514439";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"90"
"IV2018030418071744";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018030511543075";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"50"
"IV2018030512111847";"N2000meetnet_Grasland_BHM";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017112912245580";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"74"
"IV2017112912580483";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017112914372721";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019022714201370";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"91"
"IV2019022715350593";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019021214520710";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019010308222329";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019010308412535";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2019021214331564";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"22"
"IV2019010218340961";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"80"
"IV2019010218475304";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018121814434064";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018121815031430";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018121216433080";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"36"
"IV2018121218533825";"N2000meetnet_Grasland_BHM";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2018121816405213";"N2000meetnet_Grasland_BHM";"hmo+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"38"
"IV2018121817031507";"N2000meetnet_Grasland_BHM";"hmo+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017112913404044";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"47"
"IV2017112913583445";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017120112213868";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"73"
"IV2017120112565263";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017120113271520";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"45"
"IV2017120114192219";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"80"
"IV2020022715235211";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2020022714073095";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2020022714202521";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2020022715151720";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019030507434490";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019010219295713";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019010306473673";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"81"
"IV2019010306500942";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019030507344542";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"22"
"IV2018082008574310";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019010216252659";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"61"
"IV2019010216405649";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019010219160277";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2018030416111323";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2018030416251801";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2018030511543075";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"50"
"IV2018030514502970";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"83"
"IV2018030514594211";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2018030712002428";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"50"
"IV2018022813474152";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"53"
"IV2018030220035638";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2018030221003731";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"47"
"IV2018030221161700";"N2000meetnet_Grasland_BHM";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019030510520410";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019031107334255";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"55"
"IV2019031107520890";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019030509454267";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"84"
"IV2019030509590498";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"50"
"IV2019030510151254";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019030510214992";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019030510462717";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019030506553128";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2019030507115159";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2018121815572118";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"73"
"IV2018121816195764";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2018030414484080";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"62"
"IV2018030415500950";"N2000meetnet_Grasland_BHM";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017120113271520";"N2000meetnet_Grasland_BHM";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"10"
"IV2018030712002428";"N2000meetnet_Grasland_BHM";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"10"
"IV2019021214331564";"N2000meetnet_Grasland_BHM";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";NA
"IV2019030514081723";"N2000meetnet_Grasland_BHM";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"30"
"IV2019030514525522";"N2000meetnet_Grasland_BHM";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"40"
"IV2017120109300668";"N2000meetnet_Grasland_BHM";"hpr";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microrelïef";"61"
"IV2019010315193502";"N2000meetnet_Grasland_BHM";"hpr";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microrelïef";"2"
"IV2019010314170327";"N2000meetnet_Grasland_BHM";"hpr";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microrelïef";NA
"IV2019010314442127";"N2000meetnet_Grasland_BHM";"hpr";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microrelïef";NA
"IV2019010311595752";"N2000meetnet_Grasland_BHM";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";"58"
"IV2019011414090895";"N2000meetnet_Grasland_BHM";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";"23"
"IV2019020811552696";"N2000meetnet_Grasland_BHM";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";"6"
"IV2019010314291141";"N2000meetnet_Grasland_BHM";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";NA
"IV2019011414351048";"N2000meetnet_Grasland_BHM";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";NA
"IV2019010314170327";"N2000meetnet_Grasland_BHM";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";NA
"IV2019030514525522";"N2000meetnet_Grasland_BHM";"hr";"BWK";"Ecotoop2001";"verruigd grasland";"5"
"IV2018030509282854";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"35"
"IV2018030711143521";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"50"
"IV2018030712002428";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"40"
"IV2019020609412094";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"50"
"IV2019020612275238";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"50"
"IV2019030514081723";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"26"
"IV2019030514375356";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"100"
"IV2019030514525522";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"20"
"IV2019030515422067";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"100"
"IV2019020613402086";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"50"
"IV2019020811023605";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";NA
"IV2019020811552696";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"39"
"IV2019020812125743";"N2000meetnet_Grasland_BHM";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";NA
"IV2018030610544440";"N2000meetnet_Grasland_BHM";"hu-";"BWK";"Ecotoop2001";"mesofiel hooiland";"20"
"IV2019031107334255";"N2000meetnet_Grasland_BHM";"hu-";"BWK";"Ecotoop2001";"mesofiel hooiland";"45"
"IV2019021909195430";"N2000meetnet_Grasland_BHM";"hu-";"BWK";"Ecotoop2001";"mesofiel hooiland";"20"
"IV2019021909560725";"N2000meetnet_Grasland_BHM";"hu-";"BWK";"Ecotoop2001";"mesofiel hooiland";"70"
"IV2019020612581446";"N2000meetnet_Grasland_BHM";"hu+";"BWK";"Ecotoop2001";"mesofiel hooiland";"50"
"IV2019020910570357";"N2000meetnet_Grasland_BHM";"hu+";"BWK";"Ecotoop2001";"mesofiel hooiland";"90"
"IV2019021909195430";"N2000meetnet_Grasland_BHM";"hu+";"BWK";"Ecotoop2001";"mesofiel hooiland";"60"
"IV2019010216252659";"N2000meetnet_Grasland_BHM";"kbf";"BWK";"Ecotoop2001";"bomenrij met dominantie van Beuk ";NA
"IV2017112908192809";"N2000meetnet_Grasland_BHM";"kbq";"BWK";"Ecotoop2001";"bomenrij met dominantie van  Zomereik ";"10"
"IV2017113008452613";"N2000meetnet_Grasland_BHM";"kbt-";"BWK";"Ecotoop2001";"bomenrij met dominantie van  linde ";"35"
"IV2019020810390261";"N2000meetnet_Grasland_BHM";"kh";"BWK";"Ecotoop2001";"houtkant of oude heg";"8"
"IV2019010218580676";"N2000meetnet_Grasland_BHM";"khgml";"BWK";"Ecotoop2001";"houtkant met gemengd loofhout";"24"
"IV2019022510115965";"N2000meetnet_Grasland_BHM";"khgml";"BWK";"Ecotoop2001";"houtkant met gemengd loofhout";"14"
"IV2019030509454267";"N2000meetnet_Grasland_BHM";"khq";"BWK";"Ecotoop2001";"houtkant met doninatie van Zomereik ";"16"
"IV2019010306473673";"N2000meetnet_Grasland_BHM";"ki";"BWK";"Ecotoop2001";"vliegveld";"19"
"IV2019010307000537";"N2000meetnet_Grasland_BHM";"ki";"BWK";"Ecotoop2001";"vliegveld";"14"
"IV2019021214331564";"N2000meetnet_Grasland_BHM";"ki";"BWK";"Ecotoop2001";"vliegveld";NA
"IV2019020714420536";"N2000meetnet_Grasland_BHM";"kj";"BWK";"Ecotoop2001";"hoogstamboomgaard";"11"
"IV2017120112213868";"N2000meetnet_Grasland_BHM";"kt";"BWK";"Ecotoop2001";"talud ";NA
"IV2019030514081723";"N2000meetnet_Grasland_BHM";"ku+";"BWK";"Ecotoop2001";"ruigte ";"15"
"IV2019030514525522";"N2000meetnet_Grasland_BHM";"ku+";"BWK";"Ecotoop2001";"ruigte ";"10"
"IV2017120113271520";"N2000meetnet_Grasland_BHM";"lh";"BWK";"Ecotoop2001";"populierenaanplant op vochtige grond";"40"
"IV2019020811552696";"N2000meetnet_Grasland_BHM";"lhb";"BWK";"Ecotoop2001";"populierenaanplant op vochtige grond met elzen- en/of wilgenondergroei";"5"
"IV2019011414351048";"N2000meetnet_Grasland_BHM";"mr";"BWK";"Ecotoop2001";"rietland";NA
"IV2019012513495405";"N2000meetnet_Grasland_BHM";"mr";"BWK";"Ecotoop2001";"rietland";NA
"IV2019010309332746";"N2000meetnet_Grasland_BHM";"mr";"BWK";"Ecotoop2001";"rietland";NA
"IV2019011414351048";"N2000meetnet_Grasland_BHM";"mr+";"BWK";"Ecotoop2001";"rietland";NA
"IV2019022009580729";"N2000meetnet_Grasland_BHM";"mrb";"BWK";"Ecotoop2001";"rietland met struik- of boomopslag";"20"
"IV2019022514042696";"N2000meetnet_Grasland_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"24"
"IV2019010216252659";"N2000meetnet_Grasland_BHM";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";NA
"IV2017112913404044";"N2000meetnet_Grasland_BHM";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";"43"
"IV2019031509012165";"N2000meetnet_Grasland_BHM";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";"20"
"IV2018121815572118";"N2000meetnet_Grasland_BHM";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";NA
"IV2019022012091414";"N2000meetnet_Grasland_BHM";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";"51"
"IV2019022714201370";"N2000meetnet_Grasland_BHM";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";"9"
"IV2019020910455730";"N2000meetnet_Grasland_BHM";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";"29"
"IV2019021914301511";"N2000meetnet_Grasland_BHM";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";"14"
"IV2019010218340961";"N2000meetnet_Grasland_BHM";"ppmb";"BWK";"Ecotoop2001";"aanplant van Grove den met ondergroei van struiken en bomen";NA
"IV2018121815572118";"N2000meetnet_Grasland_BHM";"ppmb";"BWK";"Ecotoop2001";"aanplant van Grove den met ondergroei van struiken en bomen";NA
"IV2017113010285455";"N2000meetnet_Grasland_BHM";"qa";"BWK";"Ecotoop2001";"eiken-haagbeukenbos";"36"
"IV2018121816405213";"N2000meetnet_Grasland_BHM";"qs";"BWK";"Ecotoop2001";"zuur eikenbos";NA
"IV2019010216252659";"N2000meetnet_Grasland_BHM";"qs";"BWK";"Ecotoop2001";"zuur eikenbos";NA
"IV2019012513495405";"N2000meetnet_Grasland_BHM";"qs-";"BWK";"Ecotoop2001";"zuur eikenbos";NA
"IV2018121815572118";"N2000meetnet_Grasland_BHM";"quer";"BWK";"Ecotoop2001";"Amerikaanse eik ";NA
"IV2017120112213868";"N2000meetnet_Grasland_BHM";"rob";"BWK";"Ecotoop2001";"Robinia ";NA
"IV2019022610090643";"N2000meetnet_Grasland_BHM";"se";"BWK";"Ecotoop2001";"kapvlakte";"16"
"IV2017112914094613";"N2000meetnet_Grasland_BHM";"sz";"BWK";"Ecotoop2001";"struweelopslag van allerlei aard ";"20"
"IV2017120112213868";"N2000meetnet_Grasland_BHM";"sz";"BWK";"Ecotoop2001";"struweelopslag van allerlei aard ";"27"
"IV2018121216433080";"N2000meetnet_Grasland_BHM";"sz";"BWK";"Ecotoop2001";"struweelopslag van allerlei aard ";"64"
"IV2018121816405213";"N2000meetnet_Grasland_BHM";"vm";"BWK";"Ecotoop2001";"mesotroof elzenbos met zeggen";NA
"IV2019010218340961";"N2000meetnet_Grasland_BHM";"vm";"BWK";"Ecotoop2001";"mesotroof elzenbos met zeggen";NA
"IV2018030417514439";"N2000meetnet_Grasland_BHM";"vm-";"BWK";"Ecotoop2001";"mesotroof elzenbos met zeggen";"10"
"IV2019030514081723";"N2000meetnet_Grasland_BHM";"wat";"BWK";"Ecotoop2001";"waterloop";"30"
"IV2019030514525522";"N2000meetnet_Grasland_BHM";"wat";"BWK";"Ecotoop2001";"waterloop";"20"
"IV2019031509012165";"N2000meetnet_Grasland_BHM";"wat";"BWK";"Ecotoop2001";"waterloop";"5"
"IV2017112913404044";"N2000meetnet_Grasland_BHM";"weg";"BWK";"Ecotoop2001";"weg";"10"
"IV2017113008452613";"N2000meetnet_Grasland_BHM";"weg";"BWK";"Ecotoop2001";"weg";"5"
"IV2019020810390261";"N2000meetnet_Grasland_BHM";"weg";"BWK";"Ecotoop2001";"weg";"8"
"IV2019020811552696";"N2000meetnet_Grasland_BHM";"weg";"BWK";"Ecotoop2001";"weg";"10"
"IV2019030514525522";"N2000meetnet_Grasland_BHM";"weg";"BWK";"Ecotoop2001";"weg";"5"
"IV2018030712002428";"N2000meetnet_Grasland_BHM";"6510_huk";"N2k";"Habitatsleutel v5";NA;"40"
"IV2019010314291141";"N2000meetnet_Grasland_BHM";"rbbah";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010312332852";"N2000meetnet_Grasland_BHM";"rbbah";"N2k";"Habitatsleutel v5";NA;"27"
"IV2019010314442127";"N2000meetnet_Grasland_BHM";"rbbah";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010311595752";"N2000meetnet_Grasland_BHM";"rbbkam";"N2k";"Habitatsleutel v5";NA;"58"
"IV2019010314291141";"N2000meetnet_Grasland_BHM";"rbbkam";"N2k";"Habitatsleutel v5";NA;NA
"IV2019011414351048";"N2000meetnet_Grasland_BHM";"rbbkam";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010216252659";"N2000meetnet_Grasland_BHM";"rbbms";"N2k";"Habitatsleutel v5";NA;NA
"IV2019022514042696";"N2000meetnet_Grasland_BHM";"rbbms";"N2k";"Habitatsleutel v5";NA;"24"
"IV2018030509282854";"N2000meetnet_Grasland_BHM";"6410";"N2k";"Habitatsleutel v5";NA;"60"
"IV2018030510512619";"N2000meetnet_Grasland_BHM";"6410";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030610544440";"N2000meetnet_Grasland_BHM";"6410";"N2k";"Habitatsleutel v5";NA;"80"
